RFs	Gene.ID	Regulatory.Type	RIF1_Pearson	RIF1_Spearman	RIF1_Sobolev	RIF1_Fisher	RIF2_Pearson	RIF2_Spearman	RIF2_Sobolev	RIF2_Fisher
ENSG00000249731	ENSG00000249731	lncRNA	0.06	-1.99	0.14	0.22	-0.2	-3.12	0.64	0.93
ENSG00000249736	ENSG00000249736	lncRNA	-0.4	0.16	0.68	0.26	0.79	0.64	0.1	0.16
ENSG00000249743	ENSG00000249743	lncRNA	0.73	0.28	-1.51	0.01	0.73	0.45	1.08	1.08
ENSG00000249752	ENSG00000249752	lncRNA	0.49	0.91	0.51	0.29	0.64	0.81	0.12	-0.08
ENSG00000249776	ENSG00000249776	lncRNA	0.76	0.58	-1.77	0.29	-0.99	-0.15	-0.34	-1.27
ENSG00000249790	ENSG00000249790	lncRNA	-0.09	0.81	0.76	0.31	0.57	0.9	0.19	-0.02
ENSG00000249797	ENSG00000249797	lncRNA	0.37	0.46	0.12	0.32	0.27	0.53	0.27	-0.26
ENSG00000249837	ENSG00000249837	lncRNA	-0.77	-1.26	-0.19	0.11	0.16	-0.75	0.78	0.86
ENSG00000249856	ENSG00000249856	lncRNA	0.05	-0.63	0.69	0.2	0.67	0.48	0.66	0.27
ENSG00000249885	ENSG00000249885	lncRNA	0.69	0.65	0.74	0.3	-0.08	-0.28	0.18	0.45
ENSG00000250007	ENSG00000250007	lncRNA	0.69	0.64	0.53	0.14	-1.44	-1.13	-0.77	-1.39
ENSG00000250033	ENSG00000250033	lncRNA	0.26	-0.7	0.52	0.12	0.23	-0.28	0.47	0.78
ENSG00000250041	ENSG00000250041	lncRNA	0.66	0.79	-0.04	0.25	0.64	0.75	0.25	0.17
ENSG00000250049	ENSG00000250049	lncRNA	0.79	0.61	0.58	0.29	0.29	0.72	-0.78	-0.78
ENSG00000250102	ENSG00000250102	lncRNA	0.64	0.57	0.66	0.3	0.63	0.67	0.6	0.98
ENSG00000250103	ENSG00000250103	lncRNA	-2.44	0.7	0.3	-0.07	-1.65	0.8	0.28	-0.17
ENSG00000250133	ENSG00000250133	lncRNA	-0.46	0.05	-0.04	0.08	-1.4	-0.11	-1.5	-0.9
ENSG00000250237	ENSG00000250237	lncRNA	-3.88	-2.86	-1.78	-0.44	0.05	0.52	0.01	0.08
ENSG00000250241	ENSG00000250241	lncRNA	0.45	0.68	0.18	0.27	-1.7	-1.41	-0.78	-1.64
ENSG00000250303	ENSG00000250303	lncRNA	-0.2	-0.15	0.57	0.25	-2.09	-1.88	-1.01	-1.93
ENSG00000250320	ENSG00000250320	lncRNA	0.79	0.73	0.62	0.3	0.07	-0.01	-0.49	-0.82
ENSG00000250328	ENSG00000250328	lncRNA	-2.34	-1.77	0.51	0.11	0.54	0.71	-0.06	0.06
ENSG00000250334	ENSG00000250334	lncRNA	-3.08	-5.14	0.7	0	-0.51	-1.82	-0.24	-0.93
ENSG00000250337	ENSG00000250337	lncRNA	-0.7	0.38	-0.61	-0.24	0.47	0.43	-0.63	-0.66
ENSG00000250343	ENSG00000250343	lncRNA	0.19	0.82	0.11	0.31	0.04	0.23	0.68	0
ENSG00000250360	ENSG00000250360	lncRNA	0.76	0.69	-1.05	0.24	-0.56	-0.75	-0.09	-1.03
ENSG00000250366	ENSG00000250366	lncRNA	0.7	0.69	0.61	0.31	0.47	-0.55	0.41	0.84
ENSG00000250387	ENSG00000250387	lncRNA	-0.56	0.14	0.35	0.11	0.52	0.28	0.26	0.15
ENSG00000250392	ENSG00000250392	lncRNA	-1.76	0.73	0.63	0.09	-2.32	0.25	0.35	-0.67
ENSG00000250413	ENSG00000250413	lncRNA	-0.11	0.42	-3.18	-0.57	0.79	0.24	1.12	1.03
ENSG00000250421	ENSG00000250421	lncRNA	-0.47	0.58	0.58	0.28	0.71	0.73	0.34	0.37
ENSG00000250427	ENSG00000250427	lncRNA	0.6	0.23	-0.12	0.29	0.73	0.77	0.16	0.07
ENSG00000250508	ENSG00000250508	lncRNA	-1.93	-1.13	0.05	-0.06	0.8	0.84	0.15	0.2
ENSG00000250511	ENSG00000250511	lncRNA	0.79	0.79	0.75	-8.94	0.75	0.88	1.15	-0.74
ENSG00000250519	ENSG00000250519	lncRNA	0.11	0.22	-0.12	0.19	0.73	0.83	-0.08	-0.16
ENSG00000250522	ENSG00000250522	lncRNA	0.28	-0.04	0.67	0.21	-0.47	-0.71	0.06	0.44
ENSG00000250546	ENSG00000250546	lncRNA	0.89	0.34	0.74	0.32	0.05	-0.3	0.37	0.68
ENSG00000250590	ENSG00000250590	lncRNA	0.47	0.28	0.67	0.21	0.49	0.74	0.49	0.79
ENSG00000250620	ENSG00000250620	lncRNA	0.81	0.76	0.61	0.21	0.56	0.41	0.3	0.61
ENSG00000250629	ENSG00000250629	lncRNA	0.19	0.72	-0.14	0.1	-2.29	0.41	-2.17	-1.39
ENSG00000250632	ENSG00000250632	lncRNA	-0.76	0.34	-1.45	-0.12	0.57	0.78	0.66	0.76
ENSG00000250682	ENSG00000250682	lncRNA	-0.8	0.16	0.64	0.23	0.59	0.51	0.66	0.86
ENSG00000250685	ENSG00000250685	lncRNA	-2.04	-1.18	0.66	0.2	0.37	0.55	-0.05	0.19
ENSG00000250692	ENSG00000250692	lncRNA	0.81	0.85	0.71	0.26	0.75	0.66	0.22	0.11
ENSG00000250708	ENSG00000250708	lncRNA	-1.84	0.1	-5.1	-0.52	-2.41	-0.64	-3.35	-1.59
ENSG00000250734	ENSG00000250734	lncRNA	0.7	0.83	0.21	0.1	-3.3	-2.98	-3.12	-3.01
ENSG00000250740	ENSG00000250740	lncRNA	0.46	0.23	0.21	0.31	0.02	0.42	-0.74	-0.78
ENSG00000250748	ENSG00000250748	lncRNA	0.76	0.54	-0.11	0.29	-0.16	-1.66	-0.62	-1.15
ENSG00000250775	ENSG00000250775	lncRNA	0.79	0.79	0.75	-4.8	0.75	0.88	1.15	3.09
ENSG00000250786	ENSG00000250786	lncRNA	-0.07	0.21	-0.21	0.12	0.73	0.74	-0.16	-0.37
ENSG00000250829	ENSG00000250829	lncRNA	0.08	0.64	-0.75	0.21	0.56	0.88	0.99	0.95
ENSG00000250831	ENSG00000250831	lncRNA	-4.21	-3.55	-6.17	-1.37	-2.72	-2.14	-3.71	-2.32
ENSG00000250874	ENSG00000250874	lncRNA	0.79	0.79	0.75	-4.88	0.75	0.88	1.15	3.08
ENSG00000250889	ENSG00000250889	lncRNA	0.89	0.92	0.22	0.29	-0.08	0.61	-0.81	-0.77
ENSG00000250934	ENSG00000250934	lncRNA	0.68	-0.03	0.23	0.3	0.61	-1.15	0.67	0.09
ENSG00000250948	ENSG00000250948	lncRNA	0.32	0.75	0.82	0.27	0.41	0.2	-0.01	-0.41
ENSG00000250954	ENSG00000250954	lncRNA	-0.15	-0.96	0.42	0.3	0.8	0.88	0.92	1.02
ENSG00000250978	ENSG00000250978	lncRNA	-1.76	0.58	-0.81	-0.02	-2.47	-0.16	-2.37	-1.77
ENSG00000251026	ENSG00000251026	lncRNA	0.46	-0.46	0.61	0.3	0.73	0.74	0.89	1.07
ENSG00000251061	ENSG00000251061	lncRNA	0.57	0.73	0.68	0.3	0.65	0.64	0.5	0.76
ENSG00000251076	ENSG00000251076	lncRNA	0.62	0.26	0.55	0.31	0.6	0.7	-0.5	-0.41
ENSG00000251081	ENSG00000251081	lncRNA	-4.31	-2.81	0.6	-0.03	-2.13	-0.6	0.43	-0.12
ENSG00000251126	ENSG00000251126	lncRNA	-0.25	-0.19	0.44	0.03	-1.02	-0.83	-1.31	-0.82
ENSG00000251129	ENSG00000251129	lncRNA	0.82	0.87	0.61	0.27	0.77	0.91	0.53	0.59
ENSG00000251138	ENSG00000251138	lncRNA	0.51	0.32	0.7	0.28	0.56	0.81	0.83	0.98
ENSG00000251141	ENSG00000251141	lncRNA	-1.61	0.32	0.58	0.17	-1.45	-0.02	-1.73	-1.76
ENSG00000251165	ENSG00000251165	lncRNA	-0.61	0.8	0.62	0.15	0.68	0.86	0.85	1.05
ENSG00000251185	ENSG00000251185	lncRNA	0.66	0.28	0.73	0.33	0.61	0.55	0.82	0.91
ENSG00000251210	ENSG00000251210	lncRNA	0.36	0.67	0.68	0.3	0.59	0.75	0.6	0.56
ENSG00000251244	ENSG00000251244	lncRNA	0.8	0.82	0.58	0.22	0.56	0.32	0.68	0.96
ENSG00000251270	ENSG00000251270	lncRNA	0.79	0.79	0.75	-4.85	0.75	0.88	1.15	3.08
ENSG00000251309	ENSG00000251309	lncRNA	0.17	0.63	-0.01	0.06	0.76	0.89	0.87	1.08
ENSG00000251325	ENSG00000251325	lncRNA	-0.13	-0.85	0.74	0.27	0.72	0.88	0.76	0.76
ENSG00000251359	ENSG00000251359	lncRNA	0.72	0.65	-0.51	0.29	-0.27	-0.31	-0.71	-1.19
ENSG00000251363	ENSG00000251363	lncRNA	0.62	0.7	0.63	0.25	0.58	0.75	0.45	0.42
ENSG00000251381	ENSG00000251381	lncRNA	-0.04	0.67	0.45	0.21	0.55	0.86	0.63	0.54
ENSG00000251388	ENSG00000251388	lncRNA	0.34	0.27	0.62	0.22	-0.44	-0.16	-1.09	-1.27
ENSG00000251405	ENSG00000251405	lncRNA	0.74	0.76	0.67	0.27	0.28	0.13	-0.52	-0.73
ENSG00000251434	ENSG00000251434	lncRNA	0.74	0.78	0.74	0.31	0.57	0.69	0.74	0.78
ENSG00000251533	ENSG00000251533	lncRNA	0.07	0.05	-0.89	0.17	0.76	0.82	-0.33	-0.56
ENSG00000251573	ENSG00000251573	lncRNA	0.46	0.56	0.4	0.31	-0.91	-1.3	-0.47	-1.35
ENSG00000251574	ENSG00000251574	lncRNA	0.65	0.69	0.73	0.31	0.56	0.73	0.7	1
ENSG00000251576	ENSG00000251576	lncRNA	-1.27	-1.74	0.66	0.25	0.02	-0.65	0.18	0.68
ENSG00000251628	ENSG00000251628	lncRNA	-2.1	-1.62	0.45	-0.07	-2.37	-2.3	-1.18	-1.38
ENSG00000251637	ENSG00000251637	lncRNA	-0.48	-0.85	-0.21	-0.06	0.63	0.51	-0.17	0
ENSG00000251652	ENSG00000251652	lncRNA	-0.3	0.36	0.13	0.24	0.63	0.42	0.33	0.28
ENSG00000251654	ENSG00000251654	lncRNA	0.2	0.28	0.71	0.29	0.47	0.45	0.34	0.69
ENSG00000251661	ENSG00000251661	lncRNA	0.7	0.73	0.31	0.27	0.58	0.5	-0.46	-0.66
ENSG00000251680	ENSG00000251680	lncRNA	0.62	0.28	0.83	0.31	0.62	0.82	0.63	0.91
ENSG00000253105	ENSG00000253105	lncRNA	0.25	-0.49	0.37	0.28	-1.59	-1.71	-0.31	-1.21
ENSG00000253115	ENSG00000253115	lncRNA	-4.02	-0.41	0.7	0.02	-2.07	0.42	0.5	-0.11
ENSG00000253141	ENSG00000253141	lncRNA	0.14	-0.21	0.49	0.27	0.66	0.56	0.22	0.24
ENSG00000253196	ENSG00000253196	lncRNA	0.11	0.34	0.48	0.11	-1.7	-0.97	-2.67	-1.82
ENSG00000253260	ENSG00000253260	lncRNA	0.41	-1.74	0.36	0.25	0.66	0.75	0.26	0.56
ENSG00000253266	ENSG00000253266	lncRNA	0.01	0.46	0.27	0.28	0.58	0.53	0.02	0.01
ENSG00000253288	ENSG00000253288	lncRNA	-0.22	-0.45	0.51	0.13	0.6	0.41	0.84	0.87
ENSG00000253357	ENSG00000253357	lncRNA	-0.34	0.16	-2.21	-0.05	0.59	0.14	0.27	-0.11
ENSG00000253361	ENSG00000253361	lncRNA	-1.12	0.26	0.09	0.18	0.58	0.75	0.34	0.36
ENSG00000253363	ENSG00000253363	lncRNA	0.36	-0.4	0.74	0.3	0.75	0.77	0.83	0.98
ENSG00000253364	ENSG00000253364	lncRNA	0.19	-0.28	0.32	0.25	0.59	0.73	0.37	0.39
ENSG00000253374	ENSG00000253374	lncRNA	0.64	0.42	0.26	0.32	0.28	0.91	-0.35	0.22
ENSG00000253400	ENSG00000253400	lncRNA	-0.4	-0.37	0.76	0.31	0.45	0.93	0.47	0.82
ENSG00000253404	ENSG00000253404	lncRNA	0.43	0.55	0.6	0.23	0.35	0.85	-0.21	-0.04
ENSG00000253405	ENSG00000253405	lncRNA	0.61	-0.49	0.26	0.27	-0.03	-0.29	0.06	0.29
ENSG00000253438	ENSG00000253438	lncRNA	0	0	-0.63	-0.04	0.25	0.14	0.7	0.7
ENSG00000253474	ENSG00000253474	lncRNA	-3.25	-0.05	-0.03	-0.23	-1.46	0.77	0.08	-0.3
ENSG00000253519	ENSG00000253519	lncRNA	0.32	0.64	0.63	0.07	-0.12	-0.07	-0.32	-0.66
ENSG00000253522	ENSG00000253522	lncRNA	-0.55	-1.37	0.01	-0.13	0.56	0	0.92	1.09
ENSG00000253549	ENSG00000253549	lncRNA	-1.71	-7.99	-1	0.12	0.77	-1.39	1.03	0.84
ENSG00000253551	ENSG00000253551	lncRNA	0.52	-0.9	0.72	0.29	0.28	0.03	0.67	0.95
ENSG00000253584	ENSG00000253584	lncRNA	0.6	0.74	0.69	0.31	0.67	0.77	0.6	0.97
ENSG00000253608	ENSG00000253608	lncRNA	0.64	0.65	0.55	0.29	-1.39	-1.28	-1.21	-1.65
ENSG00000253616	ENSG00000253616	lncRNA	0.72	0.66	0	0.3	0.43	0.49	-0.38	-0.74
ENSG00000253632	ENSG00000253632	lncRNA	0.09	0.37	0.65	0.31	0.75	0.82	0.87	0.96
ENSG00000253636	ENSG00000253636	lncRNA	-1.08	0.13	0.23	0.04	-2.88	-1.68	-2.26	-2.27
ENSG00000253647	ENSG00000253647	lncRNA	0.82	0.78	0.38	0.27	-1.87	-1.52	-2.6	-2.02
ENSG00000253661	ENSG00000253661	lncRNA	0.63	0.17	-0.28	0.09	0.7	0.13	0.92	0.75
ENSG00000253702	ENSG00000253702	lncRNA	0.7	0.75	-0.18	0.29	-0.05	-0.39	0.29	-0.21
ENSG00000253706	ENSG00000253706	lncRNA	0.47	0.04	-0.85	-0.22	0.67	0.61	-0.58	-0.59
ENSG00000253730	ENSG00000253730	lncRNA	-0.04	-1.39	-0.32	-0.24	-1.47	-2.47	-1.3	-1.89
ENSG00000253807	ENSG00000253807	lncRNA	-0.8	0.67	-2.45	-0.16	-0.15	0.76	-1.2	-0.36
ENSG00000253809	ENSG00000253809	lncRNA	0.79	0.79	0.75	-6.12	0.75	0.88	1.15	0.25
ENSG00000253821	ENSG00000253821	lncRNA	0.52	0.32	0.53	0.22	0.45	0.61	0.07	0.08
ENSG00000253855	ENSG00000253855	lncRNA	0.89	0.62	0.74	0.31	0.74	0.44	0.81	0.92
ENSG00000253875	ENSG00000253875	lncRNA	-0.67	-0.23	0.68	0.16	0.52	0.74	0.25	0.04
ENSG00000253924	ENSG00000253924	lncRNA	0.02	-0.86	0.74	0.29	0.18	0.21	0.43	0.69
ENSG00000253929	ENSG00000253929	lncRNA	-3.53	-2.85	0.01	-0.1	-1.15	-0.82	0.03	0.4
ENSG00000253956	ENSG00000253956	lncRNA	0.79	0.79	0.75	-4.96	0.75	0.88	1.15	3.09
ENSG00000253967	ENSG00000253967	lncRNA	-0.01	0.77	-4	-0.34	0.75	0.24	1.16	1.09
ENSG00000254027	ENSG00000254027	lncRNA	0.75	0.25	-0.02	0.16	0.62	0.66	0.72	0.71
ENSG00000254031	ENSG00000254031	lncRNA	0.26	0.59	-0.64	-0.01	-0.56	0.3	-2.04	-1.08
ENSG00000254035	ENSG00000254035	lncRNA	0.6	0.68	0.64	0.3	0.62	0.09	-0.7	-0.88
ENSG00000254166	ENSG00000254166	lncRNA	-1.73	-0.96	-0.72	-0.49	0.22	0.38	0.45	1.06
ENSG00000254211	ENSG00000254211	lncRNA	0.62	0.5	0.72	0.31	0.71	0.85	0.84	0.94
ENSG00000254251	ENSG00000254251	lncRNA	0.61	0.68	0.46	0.24	0.31	0.45	0.17	-0.26
ENSG00000254254	ENSG00000254254	lncRNA	0.21	0.37	0.71	0.3	0.51	0.61	0.19	-0.15
ENSG00000254261	ENSG00000254261	lncRNA	0.34	0.85	0.72	0.29	0.74	0.96	0.62	0.9
ENSG00000254295	ENSG00000254295	lncRNA	-3.59	-5.6	0.28	-0.4	-0.66	-1.64	-0.62	-1.03
ENSG00000254314	ENSG00000254314	lncRNA	0.34	-1.66	0.69	0.28	0.43	0.42	0.4	0.61
ENSG00000254401	ENSG00000254401	lncRNA	-0.44	-0.61	0.64	0.25	-0.4	-0.58	0.14	-0.74
ENSG00000254417	ENSG00000254417	lncRNA	0.38	0.29	0.22	0.2	0.73	0.91	0.91	1
ENSG00000254480	ENSG00000254480	lncRNA	-0.86	-1.77	-0.98	-0.13	-0.57	-1.25	0.38	0.41
ENSG00000254489	ENSG00000254489	lncRNA	-1.24	-1.15	-2.22	-0.22	0.56	0.5	0.06	-0.05
ENSG00000254510	ENSG00000254510	lncRNA	0.69	0.76	-1.51	0.21	-3.2	-4.1	-2.55	-2.81
ENSG00000254545	ENSG00000254545	lncRNA	0.7	0.78	-0.18	0.16	0.65	0.79	0.98	1.12
ENSG00000254560	ENSG00000254560	lncRNA	-1.58	-1.5	-0.7	-0.12	0.29	0.76	0.72	0.88
ENSG00000254602	ENSG00000254602	lncRNA	0.77	0.79	0.4	0.29	-1.31	-0.51	-2.13	-1.73
ENSG00000254610	ENSG00000254610	lncRNA	0.35	0.6	-1.77	-0.03	0.41	0.75	0.56	0.39
ENSG00000254615	ENSG00000254615	lncRNA	-0.04	0.27	-3.14	-0.25	0.78	0.85	0.43	-0.06
ENSG00000254622	ENSG00000254622	lncRNA	0.64	0.62	0.74	0.3	0.71	0.73	0.83	0.96
ENSG00000254645	ENSG00000254645	lncRNA	0.23	0.35	0.21	0.23	0.63	0.66	-0.01	0.32
ENSG00000254670	ENSG00000254670	lncRNA	-0.44	-0.4	0.59	0.23	0.36	0.49	-0.24	-0.04
ENSG00000254675	ENSG00000254675	lncRNA	-0.32	0.25	-2.03	-0.1	0.78	0.7	0.43	-0.01
ENSG00000254718	ENSG00000254718	lncRNA	0.49	-1.65	-0.05	0.15	-0.08	-1.23	0.71	0.64
ENSG00000254739	ENSG00000254739	lncRNA	0.76	-0.2	0.72	0.32	0.3	-0.63	0.35	0.47
ENSG00000254744	ENSG00000254744	lncRNA	0.65	-0.91	0.71	0.3	0.63	1.03	0.01	-0.28
ENSG00000254847	ENSG00000254847	lncRNA	0.27	0.75	0	0.28	-1.4	0.08	-1.82	-1.66
ENSG00000254946	ENSG00000254946	lncRNA	0.3	0.45	0.39	0.21	0.01	0.32	0.36	0.75
ENSG00000254951	ENSG00000254951	lncRNA	-3.35	-2.81	-1.62	-0.17	0.06	-0.46	0.36	0.45
ENSG00000254973	ENSG00000254973	lncRNA	0.61	-0.52	0.54	0.23	0.11	-2.31	0.44	0.43
ENSG00000254988	ENSG00000254988	lncRNA	0.77	0.24	0.55	0.28	0.17	0.6	0.7	1.02
ENSG00000255007	ENSG00000255007	lncRNA	0.71	0.76	-0.97	0.17	0.71	0.84	0.82	0.32
ENSG00000255026	ENSG00000255026	lncRNA	0.5	0.73	0.14	0.16	0.69	0.14	0.91	0.96
ENSG00000255039	ENSG00000255039	lncRNA	0.79	0.79	0.75	-8.46	0.75	0.88	1.15	-0.52
ENSG00000255052	ENSG00000255052	lncRNA	0.46	-0.83	0.51	0.28	0.44	0.3	-0.08	-0.14
ENSG00000255071	ENSG00000255071	lncRNA	-0.52	0.19	-0.72	-0.09	0.61	0.87	0.97	1.13
ENSG00000255080	ENSG00000255080	lncRNA	-1.99	-1.06	-0.46	-0.02	0.47	0.66	0.4	0.35
ENSG00000255090	ENSG00000255090	lncRNA	0.85	0.66	0.55	0.31	-1.13	-0.23	-1.48	-1.37
ENSG00000255118	ENSG00000255118	lncRNA	0.13	0.45	0.65	0.27	0.17	0.29	0.05	0.47
ENSG00000255119	ENSG00000255119	lncRNA	0.54	0.48	-0.63	0.19	0.75	0.9	0.98	0.97
ENSG00000255120	ENSG00000255120	lncRNA	-0.51	0.26	-1.85	-0.2	0.23	0.57	0.78	0.97
ENSG00000255158	ENSG00000255158	lncRNA	-0.43	-0.05	-0.21	0.11	-1.52	-1.36	-2.08	-1.79
ENSG00000255191	ENSG00000255191	lncRNA	0.62	0.79	0.32	0.26	0.75	0.7	0.13	0.11
ENSG00000255193	ENSG00000255193	lncRNA	0.42	0.09	0.63	0.27	0.58	0.9	0.53	0.71
ENSG00000255198	ENSG00000255198	lncRNA	0.6	0.31	0.45	0.25	0.67	0.64	-0.65	-0.62
ENSG00000255201	ENSG00000255201	lncRNA	0.15	0.79	-2.07	-0.06	0.81	0.43	0.91	0.6
ENSG00000255202	ENSG00000255202	lncRNA	0.49	0.7	-0.12	0.21	0.64	0.92	0.95	1.02
ENSG00000255240	ENSG00000255240	lncRNA	-0.72	-1.13	-0.15	-0.07	-0.01	-0.35	0.33	0.59
ENSG00000255248	ENSG00000255248	lncRNA	0.22	0.78	0.31	0.19	-3.33	-3.03	-3.54	-3
ENSG00000255274	ENSG00000255274	lncRNA	0.02	-0.77	0.22	0.22	0.48	0.19	0.9	1.09
ENSG00000255348	ENSG00000255348	lncRNA	-0.49	-2.46	0.55	0.17	-0.06	-0.63	0.47	0.81
ENSG00000255364	ENSG00000255364	lncRNA	0.23	-0.98	0.43	0.23	0.25	-0.24	0.71	0.88
ENSG00000255399	ENSG00000255399	lncRNA	0.62	0.57	0.27	0.23	-0.89	0.18	-0.81	-0.89
ENSG00000255427	ENSG00000255427	lncRNA	0.79	0.79	0.75	-5.19	0.75	0.88	1.15	0.63
ENSG00000255428	ENSG00000255428	lncRNA	-0.05	0.57	-0.31	0.22	0.55	0.87	0.62	0.55
ENSG00000255435	ENSG00000255435	lncRNA	0.64	0.65	0.79	0.32	0.56	0.63	-0.19	-0.29
ENSG00000255446	ENSG00000255446	lncRNA	0.46	0.69	0.38	0.3	0.63	0.72	0.06	0.27
ENSG00000255495	ENSG00000255495	lncRNA	0.59	0.5	0.21	0.24	-2.3	-0.91	-2.59	-2.26
ENSG00000255523	ENSG00000255523	lncRNA	0.4	-0.67	0.08	0.01	0.3	-0.16	0.91	1.14
ENSG00000255545	ENSG00000255545	lncRNA	-1.75	-3.26	-0.21	-0.29	-0.21	-0.38	0.41	0.83
ENSG00000255650	ENSG00000255650	lncRNA	0.76	0.71	-0.25	0.07	0.54	0.57	0.56	0.54
ENSG00000255660	ENSG00000255660	lncRNA	0.79	0.79	0.75	-6.12	0.75	0.88	1.15	0.24
ENSG00000255666	ENSG00000255666	lncRNA	0.77	0.71	0.27	0.25	0.59	0.67	0.21	0.6
ENSG00000255693	ENSG00000255693	lncRNA	0.58	0.22	0.65	0.21	-0.26	-0.58	0.16	0.57
ENSG00000255733	ENSG00000255733	lncRNA	0.41	0.79	0.7	0.28	-0.89	0.38	-0.89	-0.71
ENSG00000255774	ENSG00000255774	lncRNA	-3.85	-2.89	0.57	0.06	0.46	0.05	-0.06	0.33
ENSG00000255850	ENSG00000255850	lncRNA	0.41	0.8	-0.25	0.12	-2.75	-1.1	-3.1	-2.24
ENSG00000255864	ENSG00000255864	lncRNA	0.09	0.83	0.5	0.28	-1.5	0.76	-2.15	-1.32
ENSG00000255882	ENSG00000255882	lncRNA	-0.03	0.2	0.25	0.29	0.69	0.82	0.08	0.47
ENSG00000255929	ENSG00000255929	lncRNA	0.79	0.66	0.3	0.32	0.73	0.89	0.67	0.38
ENSG00000256001	ENSG00000256001	lncRNA	0.51	0.57	0.66	0.27	0.15	-0.22	-0.26	-0.57
ENSG00000256124	ENSG00000256124	lncRNA	0.76	0.07	-0.41	0.3	0.3	-0.93	0.41	-0.25
ENSG00000256139	ENSG00000256139	lncRNA	0.74	0.77	0.35	0.27	0.3	0.61	-0.68	-0.73
ENSG00000256164	ENSG00000256164	lncRNA	0.15	0.33	0.7	0.22	-0.73	-1.13	-1	-1.48
ENSG00000256166	ENSG00000256166	lncRNA	-0.01	-1.26	0.73	0.29	0.03	0.11	0.27	0.5
ENSG00000256232	ENSG00000256232	lncRNA	-0.79	-4.17	0.33	0.27	0.65	-0.23	0.57	0.14
ENSG00000256268	ENSG00000256268	lncRNA	-1.79	-0.49	-1.1	-0.65	-2.08	-1.42	-1.99	-1.83
ENSG00000256276	ENSG00000256276	lncRNA	0.07	-0.91	0.65	0.22	0.2	0.58	0.46	0.65
ENSG00000256321	ENSG00000256321	lncRNA	-0.37	-0.45	0.63	0.02	-1.32	-1.33	-0.26	-1.14
ENSG00000256339	ENSG00000256339	lncRNA	0.51	-0.09	0	0.05	0.43	0.26	0.81	1.17
ENSG00000256508	ENSG00000256508	lncRNA	0.84	0.66	-0.61	0.28	-0.52	-1.54	-0.57	-1.21
ENSG00000256540	ENSG00000256540	lncRNA	-0.05	0.39	-0.1	-0.16	0.7	0.52	-0.21	-0.52
ENSG00000256542	ENSG00000256542	lncRNA	0.52	0.7	0.05	0.23	0.72	0.57	0.87	0.67
ENSG00000256546	ENSG00000256546	lncRNA	-2.48	-2.67	0.63	0.04	-1.99	-3.35	-1.37	-2.09
ENSG00000256609	ENSG00000256609	lncRNA	0.71	0.82	0.31	0.27	0.62	0.56	0.61	0.35
ENSG00000256694	ENSG00000256694	lncRNA	0.61	0.64	0.1	0.15	0.6	0.7	-0.08	0.04
ENSG00000256751	ENSG00000256751	lncRNA	-1.15	0.34	-3.59	-0.12	0.84	0.85	0.15	-0.1
ENSG00000256810	ENSG00000256810	lncRNA	0.79	0.79	0.75	-10.02	0.75	0.88	1.15	-1.12
ENSG00000256884	ENSG00000256884	lncRNA	0.67	0.71	0.39	0.14	0.65	0.58	0.28	0.06
ENSG00000256940	ENSG00000256940	lncRNA	0.46	0.6	-1.74	-0.22	0.22	0.42	0.65	0.53
ENSG00000256943	ENSG00000256943	lncRNA	-0.91	-0.91	-0.19	-0.21	-0.61	-1.34	-0.59	-1.03
ENSG00000256969	ENSG00000256969	lncRNA	0.41	0.35	-0.45	0.15	0.71	0.92	0.83	0.74
ENSG00000256995	ENSG00000256995	lncRNA	0.21	0.38	0.53	-0.17	-1.28	-1.22	-0.84	-1.34
ENSG00000257002	ENSG00000257002	lncRNA	0.18	0.25	0.42	0.12	-0.28	-0.29	0.17	0.45
ENSG00000257060	ENSG00000257060	lncRNA	0.76	0.7	0.58	0.25	0.71	0.76	-0.49	-0.38
ENSG00000257193	ENSG00000257193	lncRNA	0.61	-1.08	-0.31	0.19	0.75	-2.12	0.98	1.04
ENSG00000257259	ENSG00000257259	lncRNA	-1.8	0.21	0.34	-0.12	-2.87	-0.29	-0.51	-1.45
ENSG00000257275	ENSG00000257275	lncRNA	0.24	-0.96	0.66	0.2	0.72	0.4	0.28	0.24
ENSG00000257322	ENSG00000257322	lncRNA	0.51	-0.62	0.07	0.29	0.43	0.53	-0.33	-0.1
ENSG00000257434	ENSG00000257434	lncRNA	0.67	0.72	0.79	0.31	0.37	0.74	0.46	0.71
ENSG00000257514	ENSG00000257514	lncRNA	0.71	0.62	0.11	0.23	0.57	0.92	0.38	0.59
ENSG00000257523	ENSG00000257523	lncRNA	0.44	0.39	0.26	0.21	0.68	0.8	0.77	0.67
ENSG00000257541	ENSG00000257541	lncRNA	0.77	0.47	0.75	0.32	0.55	0.15	0.85	1.15
ENSG00000257582	ENSG00000257582	lncRNA	0.79	0.79	0.55	0.2	0.56	0.65	0.48	0.93
ENSG00000257660	ENSG00000257660	lncRNA	-0.27	-3.18	-0.73	-0.36	0.3	-0.52	0.89	0.86
ENSG00000257671	ENSG00000257671	lncRNA	0.27	-1.13	0.43	0.05	0.25	0.18	0.58	0.99
ENSG00000257746	ENSG00000257746	lncRNA	0.77	-0.92	0.65	0.3	0.48	0	0.22	0.62
ENSG00000257826	ENSG00000257826	lncRNA	0.73	-0.09	0.77	0.32	0.51	0.86	0.55	0.63
